"time","n","der(n)"
0.1016	,1429.9999999364902,3.632760005906681e-5
0.1017	,1429.9999999366216,3.625242668083901e-5
0.1018	,1429.9999999367533,3.61771232448634e-5
0.1019	,1429.9999999368847,3.6101949866635575e-5
0.102	,1429.9999999370161,3.6026776488407735e-5
0.1021	,1429.9999999371478,3.595147305243209e-5
0.1022	,1429.9999999372792,3.587629967420422e-5
0.1023	,1429.9999999374106,3.5801126295976334e-5
0.1024	,1429.9999999375423,3.5725822860000645e-5
0.1025	,1429.9999999376737,3.565064948177274e-5
0.1026	,1429.9999999378051,3.557547610354482e-5
0.1027	,1429.9999999379365,3.550030272531688e-5
0.1028	,1429.9999999380682,3.542499928934113e-5
0.1029	,1429.9999999381996,3.5349825911113165e-5
0.103	,1429.999999938331,3.52746525328852e-5
0.1031	,1429.9999999384627,3.5199349096909406e-5
0.1032	,1429.999999938594,3.51241757186814e-5
0.1033	,1429.9999999387255,3.504900234045338e-5
0.1034	,1429.9999999388572,3.497369890447755e-5
0.1035	,1429.9999999389886,3.48985255262495e-5
0.1036	,1429.99999993912,3.4823352148021445e-5
0.1037	,1429.9999999392517,3.4748048712045573e-5
0.1038	,1429.999999939383,3.467287533381748e-5
0.1039	,1429.9999999395145,3.4597701955589386e-5
0.104	,1429.9999999396462,3.452239851961347e-5
0.1041	,1429.9999999397776,3.4447225141385336e-5
0.1042	,1429.999999939909,3.43720517631572e-5
0.1043	,1429.9999999400404,3.429687838492904e-5
0.1044	,1429.999999940172,3.422157494895307e-5
0.1045	,1429.9999999403035,3.414640157072489e-5
0.1046	,1429.999999940435,3.407122819249669e-5
0.1047	,1429.9999999405666,3.399592475652068e-5
0.1048	,1429.999999940698,3.392075137829246e-5
0.1049	,1429.9999999408294,3.384557800006421e-5
0.105	,1429.999999940961,3.377027456408816e-5
0.1051	,1429.9999999410925,3.36951011858599e-5
0.1052	,1429.999999941224,3.361992780763161e-5
0.1053	,1429.9999999413556,3.3544624371655516e-5
0.1054	,1429.999999941487,3.3469450993427215e-5
0.1055	,1429.9999999416184,3.339427761519889e-5
0.1056	,1429.99999994175,3.331897417922275e-5
0.1057	,1429.9999999418815,3.3243800800994404e-5
0.1058	,1429.999999942013,3.3168627422766036e-5
0.1059	,1429.9999999421443,3.309345404453766e-5
0.106	,1429.999999942276,3.301815060856147e-5
0.1061	,1429.9999999424074,3.294297723033306e-5
0.1062	,1429.9999999425388,3.286780385210465e-5
0.1063	,1429.9999999426705,3.279250041612842e-5
0.1064	,1429.9999999428019,3.271732703789997e-5
0.1065	,1429.9999999429333,3.264215365967151e-5
0.1066	,1429.999999943065,3.256685022369523e-5
0.1067	,1429.9999999431964,3.249167684546674e-5
0.1068	,1429.9999999433278,3.2416503467238246e-5
0.1069	,1429.9999999434594,3.234120003126193e-5
0.107	,1429.9999999435909,3.22660266530334e-5
0.1071	,1429.9999999437223,3.219085327480485e-5
0.1072	,1429.999999943854,3.211554983882849e-5
0.1073	,1429.9999999439854,3.204037646059992e-5
0.1074	,1429.9999999441168,3.1965203082371344e-5
0.1075	,1429.9999999442484,3.1889899646394944e-5
0.1076	,1429.9999999443799,3.1814726268166325e-5
0.1077	,1429.9999999445113,3.1739552889937706e-5
0.1078	,1429.9999999446427,3.166437951170906e-5
0.1079	,1429.9999999447743,3.1589076075732606e-5
0.108	,1429.9999999449058,3.151390269750394e-5
0.1081	,1429.9999999450372,3.143872931927526e-5
0.1082	,1429.9999999451688,3.136342588329876e-5
0.1083	,1429.9999999453003,3.128825250507005e-5
0.1084	,1429.9999999454317,3.121307912684133e-5
0.1085	,1429.9999999455633,3.113777569086479e-5
0.1086	,1429.9999999456948,3.106260231263604e-5
0.1087	,1429.9999999458262,3.098742893440727e-5
0.1088	,1429.9999999459578,3.09121254984307e-5
0.1089	,1429.9999999460892,3.083695212020191e-5
0.109	,1429.9999999462207,3.07617787419731e-5
0.1091	,1429.9999999463523,3.0686475305996476e-5
0.1092	,1429.9999999464837,3.061130192776765e-5
0.1093	,1429.9999999466152,3.05361285495388e-5
0.1094	,1429.9999999467466,3.0460955171309932e-5
0.1095	,1429.9999999468782,3.038565173533326e-5
0.1096	,1429.9999999470097,3.0310478357104368e-5
0.1097	,1429.999999947141,3.0235304978875465e-5
0.1098	,1429.9999999472727,3.0160001542898753e-5
0.1099	,1429.9999999474041,3.008482816466982e-5
0.11	,1429.9999999475356,3.000965478644087e-5
0.1101	,1429.9999999476672,2.9934351350464116e-5
0.1102	,1429.9999999477986,2.985917797223514e-5
0.1103	,1429.99999994793,2.9784004594006153e-5
0.1104	,1429.9999999480617,2.970870115802936e-5
0.1105	,1429.9999999481931,2.963352777980034e-5
0.1106	,1429.9999999483246,2.9558354401571313e-5
0.1107	,1429.9999999484562,2.9483050965594475e-5
0.1108	,1429.9999999485876,2.940787758736542e-5
0.1109	,1429.999999948719,2.9332704209136347e-5
0.111	,1429.9999999488507,2.925740077315947e-5
0.1111	,1429.9999999489821,2.918222739493037e-5
0.1112	,1429.9999999491135,2.9107054016701256e-5
0.1113	,1429.999999949245,2.9031880638472135e-5
0.1114	,1429.9999999493766,2.8956577202495197e-5
0.1115	,1429.999999949508,2.8881403824266043e-5
0.1116	,1429.9999999496395,2.8806230446036878e-5
0.1117	,1429.999999949771,2.87309270100599e-5
0.1118	,1429.9999999499025,2.86557536318307e-5
0.1119	,1429.999999950034,2.85805802536015e-5
0.112	,1429.9999999501656,2.8505276817624476e-5
0.1121	,1429.999999950297,2.8430103439395237e-5
0.1122	,1429.9999999504284,2.8354930061165995e-5
0.1123	,1429.99999995056,2.8279626625188927e-5
0.1124	,1429.9999999506915,2.820445324695965e-5
0.1125	,1429.999999950823,2.8129279868730365e-5
0.1126	,1429.9999999509546,2.8053976432753257e-5
0.1127	,1429.999999951086,2.7978803054523936e-5
0.1128	,1429.9999999512174,2.790362967629461e-5
0.1129	,1429.9999999513489,2.7828456298065262e-5
0.113	,1429.9999999514805,2.77531528620881e-5
0.1131	,1429.999999951612,2.767797948385873e-5
0.1132	,1429.9999999517433,2.760280610562934e-5
0.1133	,1429.999999951875,2.7527502669652138e-5
0.1134	,1429.9999999520064,2.7452329291422726e-5
0.1135	,1429.9999999521378,2.7377155913193294e-5
0.1136	,1429.9999999522695,2.730185247721605e-5
0.1137	,1429.999999952401,2.72266790989866e-5
0.1138	,1429.9999999525323,2.7151505720757126e-5
0.1139	,1429.999999952664,2.707620228477984e-5
0.114	,1429.9999999527954,2.7001028906550345e-5
0.1141	,1429.9999999529268,2.6925855528320832e-5
0.1142	,1429.9999999530585,2.6850552092343504e-5
0.1143	,1429.99999995319,2.677537871411397e-5
0.1144	,1429.9999999533213,2.6700205335884413e-5
0.1145	,1429.9999999534527,2.6625031957654852e-5
0.1146	,1429.9999999535844,2.6549728521677466e-5
0.1147	,1429.9999999537158,2.647455514344787e-5
0.1148	,1429.9999999538472,2.6399381765218267e-5
0.1149	,1429.9999999539789,2.632407832924084e-5
0.115	,1429.9999999541103,2.6248904951011205e-5
0.1151	,1429.9999999542417,2.6173731572781556e-5
0.1152	,1429.9999999543734,2.6098428136804092e-5
0.1153	,1429.9999999545048,2.6023254758574413e-5
0.1154	,1429.9999999546362,2.5948081380344723e-5
0.1155	,1429.9999999547679,2.5872777944367215e-5
0.1156	,1429.9999999548993,2.5797604566137495e-5
0.1157	,1429.9999999550307,2.5722431187907765e-5
0.1158	,1429.9999999551624,2.5647127751930217e-5
0.1159	,1429.9999999552938,2.5571954373700453e-5
0.116	,1429.9999999554252,2.5496780995470682e-5
0.1161	,1429.9999999555569,2.5421477559493093e-5
0.1162	,1429.9999999556883,2.5346304181263288e-5
0.1163	,1429.9999999558197,2.5271130803033477e-5
0.1164	,1429.9999999559511,2.5195957424803645e-5
0.1165	,1429.9999999560828,2.5120653988825998e-5
0.1166	,1429.9999999562142,2.5045480610596146e-5
0.1167	,1429.9999999563456,2.4970307232366274e-5
0.1168	,1429.9999999564773,2.4895003796388586e-5
0.1169	,1429.9999999566087,2.481983041815869e-5
0.117	,1429.99999995674,2.4744657039928773e-5
0.1171	,1429.9999999568718,2.4669353603951045e-5
0.1172	,1429.9999999570032,2.459418022572111e-5
0.1173	,1429.9999999571346,2.4519006847491155e-5
0.1174	,1429.9999999572663,2.4443703411513382e-5
0.1175	,1429.9999999573977,2.4368530033283405e-5
0.1176	,1429.999999957529,2.4293356655053407e-5
0.1177	,1429.9999999576607,2.4218053219075594e-5
0.1178	,1429.9999999577922,2.4142879840845573e-5
0.1179	,1429.9999999579236,2.4067706462615535e-5
0.118	,1429.999999958055,2.3992533084385483e-5
0.1181	,1429.9999999581867,2.391722964840762e-5
0.1182	,1429.999999958318,2.384205627017754e-5
0.1183	,1429.9999999584495,2.3766882891947447e-5
0.1184	,1429.9999999585812,2.3691579455969543e-5
0.1185	,1429.9999999587126,2.361640607773942e-5
0.1186	,1429.999999958844,2.3541232699509286e-5
0.1187	,1429.9999999589756,2.3465929263531338e-5
0.1188	,1429.999999959107,2.3390755885301177e-5
0.1189	,1429.9999999592385,2.3315582507071e-5
0.119	,1429.9999999593701,2.324027907109301e-5
0.1191	,1429.9999999595016,2.3165105692862807e-5
0.1192	,1429.999999959633,2.308993231463259e-5
0.1193	,1429.9999999597646,2.301462887865456e-5
0.1194	,1429.999999959896,2.2939455500424314e-5
0.1195	,1429.9999999600275,2.2864282122194055e-5
0.1196	,1429.9999999601591,2.2788978686215985e-5
0.1197	,1429.9999999602906,2.2713805307985696e-5
0.1198	,1429.999999960422,2.2638631929755396e-5
0.1199	,1429.9999999605534,2.2563458551525083e-5
0.12	,1429.999999960685,2.2488155115546952e-5
0.1201	,1429.9999999608165,2.2412981737316612e-5
0.1202	,1429.999999960948,2.233780835908626e-5
0.1203	,1429.9999999610795,2.2262504923108087e-5
0.1204	,1429.999999961211,2.2187331544877703e-5
0.1205	,1429.9999999613424,2.211215816664731e-5
0.1206	,1429.999999961474,2.2036854730669096e-5
0.1207	,1429.9999999616055,2.196168135243867e-5
0.1208	,1429.9999999617369,2.1886507974208236e-5
0.1209	,1429.9999999618685,2.181120453822998e-5
0.121	,1429.999999962,2.1736031159999514e-5
0.1211	,1429.9999999621314,2.1660857781769035e-5
0.1212	,1429.999999962263,2.1585554345790738e-5
0.1213	,1429.9999999623944,2.1510380967560232e-5
0.1214	,1429.9999999625259,2.1435207589329712e-5
0.1215	,1429.9999999626573,2.1360034211099176e-5
0.1216	,1429.999999962789,2.1284730775120824e-5
0.1217	,1429.9999999629204,2.1209557396890264e-5
0.1218	,1429.9999999630518,2.1134384018659687e-5
0.1219	,1429.9999999631834,2.1059080582681295e-5
0.122	,1429.9999999633148,2.0983907204450694e-5
0.1221	,1429.9999999634463,2.0908733826220073e-5
0.1222	,1429.999999963578,2.083343039024164e-5
0.1223	,1429.9999999637093,2.0758257012010995e-5
0.1224	,1429.9999999638408,2.0683083633780336e-5
0.1225	,1429.9999999639724,2.060778019780186e-5
0.1226	,1429.9999999641038,2.0532606819571174e-5
0.1227	,1429.9999999642353,2.045743344134047e-5
0.1228	,1429.999999964367,2.0382130005361954e-5
0.1229	,1429.9999999644983,2.0306956627131227e-5
0.123	,1429.9999999646298,2.0231783248900484e-5
0.1231	,1429.9999999647612,2.015660987066973e-5
0.1232	,1429.9999999648928,2.008130643469116e-5
0.1233	,1429.9999999650242,2.0006133056460372e-5
0.1234	,1429.9999999651557,1.9930959678229578e-5
0.1235	,1429.9999999652873,1.9855656242250962e-5
0.1236	,1429.9999999654187,1.9780482864020138e-5
0.1237	,1429.9999999655502,1.97053094857893e-5
0.1238	,1429.9999999656818,1.9630006049810643e-5
0.1239	,1429.9999999658132,1.9554832671579778e-5
0.124	,1429.9999999659447,1.94796592933489e-5
0.1241	,1429.9999999660763,1.94043558573702e-5
0.1242	,1429.9999999662077,1.932918247913929e-5
0.1243	,1429.9999999663391,1.9254009100908374e-5
0.1244	,1429.9999999664708,1.9178705664929632e-5
0.1245	,1429.9999999666022,1.9103532286698682e-5
0.1246	,1429.9999999667336,1.902835890846772e-5
0.1247	,1429.9999999668653,1.895305547248894e-5
0.1248	,1429.9999999669967,1.8877882094257947e-5
0.1249	,1429.9999999671281,1.8802708716026946e-5
0.125	,1429.9999999672596,1.8727535337795925e-5
0.1251	,1429.9999999673912,1.865223190181709e-5
0.1252	,1429.9999999675226,1.8577058523586044e-5
0.1253	,1429.999999967654,1.8501885145354983e-5
0.1254	,1429.9999999677857,1.8426581709376106e-5
0.1255	,1429.9999999679171,1.835140833114502e-5
0.1256	,1429.9999999680485,1.8276234952913918e-5
0.1257	,1429.9999999681802,1.8200931516934997e-5
0.1258	,1429.9999999683116,1.812575813870387e-5
0.1259	,1429.999999968443,1.8050584760472725e-5
0.126	,1429.9999999685747,1.7975281324493764e-5
0.1261	,1429.999999968706,1.7900107946262597e-5
0.1262	,1429.9999999688375,1.782493456803141e-5
0.1263	,1429.9999999689692,1.7749631132052408e-5
0.1264	,1429.9999999691006,1.7674457753821197e-5
0.1265	,1429.999999969232,1.7599284375589973e-5
0.1266	,1429.9999999693634,1.752411099735873e-5
0.1267	,1429.999999969495,1.7448807561379675e-5
0.1268	,1429.9999999696265,1.7373634183148407e-5
0.1269	,1429.999999969758,1.7298460804917125e-5
0.127	,1429.9999999698896,1.7223157368938028e-5
0.1271	,1429.999999970021,1.714798399070672e-5
0.1272	,1429.9999999701524,1.7072810612475393e-5
0.1273	,1429.999999970284,1.6997507176496256e-5
0.1274	,1429.9999999704155,1.6922333798264906e-5
0.1275	,1429.999999970547,1.684716042003354e-5
0.1276	,1429.9999999706786,1.677185698405436e-5
0.1277	,1429.99999997081,1.6696683605822967e-5
0.1278	,1429.9999999709414,1.662151022759156e-5
0.1279	,1429.999999971073,1.6546206791612338e-5
0.128	,1429.9999999712045,1.6471033413380907e-5
0.1281	,1429.999999971336,1.6395860035149456e-5
0.1282	,1429.9999999714673,1.6320686656917998e-5
0.1283	,1429.999999971599,1.6245383220938718e-5
0.1284	,1429.9999999717304,1.617020984270723e-5
0.1285	,1429.9999999718618,1.609503646447573e-5
0.1286	,1429.9999999719935,1.6019733028496406e-5
0.1287	,1429.999999972125,1.5944559650264877e-5
0.1288	,1429.9999999722563,1.5869386272033334e-5
0.1289	,1429.999999972388,1.579408283605397e-5
0.129	,1429.9999999725194,1.57189094578224e-5
0.1291	,1429.9999999726508,1.5643736079590816e-5
0.1292	,1429.9999999727825,1.556843264361141e-5
0.1293	,1429.9999999729139,1.5493259265379797e-5
0.1294	,1429.9999999730453,1.5418085887148173e-5
0.1295	,1429.999999973177,1.5342782451168727e-5
0.1296	,1429.9999999733084,1.5267609072937073e-5
0.1297	,1429.9999999734398,1.5192435694705404e-5
0.1298	,1429.9999999735714,1.5117132258725918e-5
0.1299	,1429.9999999737029,1.5041958880494221e-5
0.13	,1429.9999999738343,1.4966785502262512e-5
0.1301	,1429.9999999739657,1.4891612124030788e-5
0.1302	,1429.9999999740974,1.4816308688051246e-5
0.1303	,1429.9999999742288,1.4741135309819496e-5
0.1304	,1429.9999999743602,1.466596193158773e-5
0.1305	,1429.9999999744919,1.4590658495608145e-5
0.1306	,1429.9999999746233,1.4515485117376355e-5
0.1307	,1429.9999999747547,1.4440311739144548e-5
0.1308	,1429.9999999748864,1.436500830316492e-5
0.1309	,1429.9999999750178,1.428983492493309e-5
0.131	,1429.9999999751492,1.421466154670124e-5
0.1311	,1429.9999999752808,1.4139358110721573e-5
0.1312	,1429.9999999754123,1.40641847324897e-5
0.1313	,1429.9999999755437,1.398901135425781e-5
0.1314	,1429.9999999756753,1.3913707918278099e-5
0.1315	,1429.9999999758068,1.3838534540046184e-5
0.1316	,1429.9999999759382,1.3763361161814253e-5
0.1317	,1429.9999999760696,1.368818778358231e-5
0.1318	,1429.9999999762013,1.3612884347602544e-5
0.1319	,1429.9999999763327,1.3537710969370571e-5
0.132	,1429.999999976464,1.3462537591138588e-5
0.1321	,1429.9999999765957,1.3387234155158781e-5
0.1322	,1429.9999999767272,1.3312060776926766e-5
0.1323	,1429.9999999768586,1.323688739869474e-5
0.1324	,1429.9999999769902,1.3161583962714893e-5
0.1325	,1429.9999999771217,1.3086410584482837e-5
0.1326	,1429.999999977253,1.3011237206250769e-5
0.1327	,1429.9999999773847,1.293593377027088e-5
0.1328	,1429.9999999775162,1.2860760392038782e-5
0.1329	,1429.9999999776476,1.2785587013806674e-5
0.133	,1429.9999999777792,1.2710283577826743e-5
0.1331	,1429.9999999779106,1.2635110199594604e-5
0.1332	,1429.999999978042,1.2559936821362453e-5
0.1333	,1429.9999999781737,1.248463338538248e-5
0.1334	,1429.9999999783051,1.24094600071503e-5
0.1335	,1429.9999999784366,1.233428662891811e-5
0.1336	,1429.999999978568,1.22591132506859e-5
0.1337	,1429.9999999786996,1.2183809814705874e-5
0.1338	,1429.999999978831,1.210863643647364e-5
0.1339	,1429.9999999789625,1.203346305824139e-5
0.134	,1429.9999999790941,1.1958159622261321e-5
0.1341	,1429.9999999792255,1.1882986244029047e-5
0.1342	,1429.999999979357,1.1807812865796755e-5
0.1343	,1429.9999999794886,1.1732509429816645e-5
0.1344	,1429.99999997962,1.1657336051584328e-5
0.1345	,1429.9999999797515,1.1582162673351996e-5
0.1346	,1429.9999999798831,1.1506859237371843e-5
0.1347	,1429.9999999800145,1.1431685859139486e-5
0.1348	,1429.999999980146,1.1356512480907111e-5
0.1349	,1429.9999999802776,1.1281209044926916e-5
0.135	,1429.999999980409,1.1206035666694518e-5
0.1351	,1429.9999999805405,1.1130862288462103e-5
0.1352	,1429.9999999806719,1.1055688910229674e-5
0.1353	,1429.9999999808035,1.0980385474249427e-5
0.1354	,1429.999999980935,1.090521209601697e-5
0.1355	,1429.9999999810664,1.0830038717784498e-5
0.1356	,1429.999999981198,1.075473528180421e-5
0.1357	,1429.9999999813294,1.0679561903571712e-5
0.1358	,1429.9999999814609,1.06043885253392e-5
0.1359	,1429.9999999815925,1.052908508935887e-5
0.136	,1429.999999981724,1.045391171112633e-5
0.1361	,1429.9999999818554,1.0378738332893776e-5
0.1362	,1429.999999981987,1.0303434896913405e-5
0.1363	,1429.9999999821184,1.0228261518680823e-5
0.1364	,1429.9999999822498,1.0153088140448229e-5
0.1365	,1429.9999999823815,1.0077784704467815e-5
0.1366	,1429.999999982513,1.0002611326235192e-5
0.1367	,1429.9999999826443,9.927437948002556e-6
0.1368	,1429.9999999827758,9.852264569769907e-6
0.1369	,1429.9999999829074,9.776961133789436e-6
0.137	,1429.9999999830388,9.701787755556759e-6
0.1371	,1429.9999999831703,9.626614377324069e-6
0.1372	,1429.999999983302,9.551310941343556e-6
0.1373	,1429.9999999834333,9.476137563110837e-6
0.1374	,1429.9999999835647,9.400964184878105e-6
0.1375	,1429.9999999836964,9.325660748897552e-6
0.1376	,1429.9999999838278,9.25048737066479e-6
0.1377	,1429.9999999839592,9.175313992432018e-6
0.1378	,1429.999999984091,9.100010556451422e-6
0.1379	,1429.9999999842223,9.02483717821862e-6
0.138	,1429.9999999843537,8.949663799985805e-6
0.1381	,1429.9999999844854,8.874360364005168e-6
0.1382	,1429.9999999846168,8.799186985772325e-6
0.1383	,1429.9999999847482,8.724013607539469e-6
0.1384	,1429.9999999848799,8.64871017155879e-6
0.1385	,1429.9999999850113,8.573536793325905e-6
0.1386	,1429.9999999851427,8.498363415093007e-6
0.1387	,1429.9999999852741,8.423190036860096e-6
0.1388	,1429.9999999854058,8.34788660087936e-6
0.1389	,1429.9999999855372,8.272713222646422e-6
0.139	,1429.9999999856686,8.197539844413468e-6
0.1391	,1429.9999999858003,8.122236408432692e-6
0.1392	,1429.9999999859317,8.047063030199713e-6
0.1393	,1429.9999999860631,7.971889651966717e-6
0.1394	,1429.9999999861948,7.8965862159859e-6
0.1395	,1429.9999999863262,7.821412837752879e-6
0.1396	,1429.9999999864576,7.74623945951984e-6
0.1397	,1429.9999999865893,7.670936023538981e-6
0.1398	,1429.9999999867207,7.595762645305919e-6
0.1399	,1429.9999999868521,7.52058926707284e-6
0.14	,1429.9999999869838,7.44528583109194e-6
0.1401	,1429.9999999871152,7.370112452858835e-6
0.1402	,1429.9999999872466,7.2949390746257146e-6
0.1403	,1429.999999987378,7.219765696392583e-6
0.1404	,1429.9999999875097,7.1444622604116265e-6
0.1405	,1429.999999987641,7.069288882178465e-6
0.1406	,1429.9999999877725,6.994115503945292e-6
0.1407	,1429.9999999879042,6.918812067964294e-6
0.1408	,1429.9999999880356,6.843638689731091e-6
0.1409	,1429.999999988167,6.7684653114978755e-6
0.141	,1429.9999999882987,6.693161875516837e-6
0.1411	,1429.99999998843,6.617988497283593e-6
0.1412	,1429.9999999885615,6.5428151190503355e-6
0.1413	,1429.9999999886932,6.467511683069256e-6
0.1414	,1429.9999999888246,6.39233830483597e-6
0.1415	,1429.999999988956,6.317164926602671e-6
0.1416	,1429.9999999890877,6.2418614906215496e-6
0.1417	,1429.999999989219,6.166688112388222e-6
0.1418	,1429.9999999893505,6.091514734154882e-6
0.1419	,1429.9999999894821,6.016211298173719e-6
0.142	,1429.9999999896136,5.94103791994035e-6
0.1421	,1429.999999989745,5.8658645417069685e-6
0.1422	,1429.9999999898764,5.7906911634735724e-6
0.1423	,1429.999999990008,5.7153877274923536e-6
0.1424	,1429.9999999901395,5.6402143492589304e-6
0.1425	,1429.999999990271,5.565040971025493e-6
0.1426	,1429.9999999904026,5.4897375350442325e-6
0.1427	,1429.999999990534,5.414564156810768e-6
0.1428	,1429.9999999906654,5.339390778577289e-6
0.1429	,1429.999999990797,5.264087342595987e-6
0.143	,1429.9999999909285,5.188913964362481e-6
0.1431	,1429.99999999106,5.11374058612896e-6
0.1432	,1429.9999999911915,5.038437150147617e-6
0.1433	,1429.999999991323,4.963263771914069e-6
0.1434	,1429.9999999914544,4.888090393680507e-6
0.1435	,1429.999999991586,4.812786957699122e-6
0.1436	,1429.9999999917175,4.737613579465533e-6
0.1437	,1429.9999999918489,4.6624402012319295e-6
0.1438	,1429.9999999919803,4.587266822998312e-6
0.1439	,1429.999999992112,4.5119633870168725e-6
0.144	,1429.9999999922434,4.4367900087832274e-6
0.1441	,1429.9999999923748,4.361616630549569e-6
0.1442	,1429.9999999925064,4.286313194568087e-6
0.1443	,1429.9999999926379,4.211139816334401e-6
0.1444	,1429.9999999927693,4.135966438100701e-6
0.1445	,1429.999999992901,4.060663002119178e-6
0.1446	,1429.9999999930324,3.98548962388545e-6
0.1447	,1429.9999999931638,3.910316245651708e-6
0.1448	,1429.9999999932954,3.8350128096701436e-6
0.1449	,1429.9999999934269,3.7598394314363744e-6
0.145	,1429.9999999935583,3.684666053202591e-6
0.1451	,1429.99999999369,3.6093626172209853e-6
0.1452	,1429.9999999938213,3.5341892389871742e-6
0.1453	,1429.9999999939528,3.4590158607533496e-6
0.1454	,1429.9999999940842,3.3838424825195114e-6
0.1455	,1429.9999999942158,3.3085390465378495e-6
0.1456	,1429.9999999943473,3.2333656683039834e-6
0.1457	,1429.9999999944787,3.158192290070104e-6
0.1458	,1429.9999999946103,3.0828888540884008e-6
0.1459	,1429.9999999947418,3.007715475854493e-6
0.146	,1429.9999999948732,2.932542097620572e-6
0.1461	,1429.9999999950048,2.857238661638827e-6
0.1462	,1429.9999999951362,2.782065283404878e-6
0.1463	,1429.9999999952677,2.7068919051709156e-6
0.1464	,1429.9999999953993,2.6315884691891292e-6
0.1465	,1429.9999999955307,2.5564150909551386e-6
0.1466	,1429.9999999956622,2.4812417127211344e-6
0.1467	,1429.9999999957938,2.4059382767393065e-6
0.1468	,1429.9999999959252,2.3307648985052743e-6
0.1469	,1429.9999999960567,2.255591520271229e-6
0.147	,1429.9999999961883,2.1802880842893597e-6
0.1471	,1429.9999999963197,2.105114706055286e-6
0.1472	,1429.9999999964512,2.0299413278211988e-6
0.1473	,1429.9999999965826,1.9547679495870976e-6
0.1474	,1429.9999999967142,1.879464513605173e-6
0.1475	,1429.9999999968456,1.8042911353710444e-6
0.1476	,1429.999999996977,1.729117757136902e-6
0.1477	,1429.9999999971087,1.6538143211549356e-6
0.1478	,1429.9999999972401,1.5786409429207656e-6
0.1479	,1429.9999999973716,1.5034675646865814e-6
0.148	,1429.9999999975032,1.4281641287045735e-6
0.1481	,1429.9999999976346,1.352990750470362e-6
0.1482	,1429.9999999977024,1.3142335416229602e-6
0.1483	,1429.9999999977044,1.3130630218926694e-6
0.1484	,1429.9999999977065,1.311892502162379e-6
0.1485	,1429.9999999977085,1.3107219824320881e-6
0.1486	,1429.9999999977108,1.3094214049539874e-6
0.1487	,1429.9999999977128,1.3082508852236966e-6
0.1488	,1429.999999997715,1.3070803654934058e-6
0.1489	,1429.999999997717,1.305909845763115e-6
0.149	,1429.999999997719,1.3047393260328246e-6
0.1491	,1429.9999999977213,1.3034387485547236e-6
0.1492	,1429.9999999977233,1.3022682288244328e-6
0.1493	,1429.9999999977254,1.301097709094142e-6
0.1494	,1429.9999999977274,1.2999271893638511e-6
0.1495	,1429.9999999977294,1.2987566696335605e-6
0.1496	,1429.9999999977317,1.2974560921554596e-6
0.1497	,1429.9999999977338,1.296285572425169e-6
0.1498	,1429.9999999977358,1.2951150526948782e-6
0.1499	,1429.9999999977379,1.2939445329645873e-6
0.15	,1429.99999999774,1.2927740132342965e-6
0.1501	,1429.9999999977422,1.2914734357561958e-6
0.1502	,1429.9999999977442,1.290302916025905e-6
0.1503	,1429.9999999977463,1.2891323962956144e-6
0.1504	,1429.9999999977483,1.2879618765653235e-6
0.1505	,1429.9999999977504,1.2867913568350327e-6
0.1506	,1429.9999999977524,1.2856208371047419e-6
0.1507	,1429.9999999977547,1.284320259626641e-6
0.1508	,1429.9999999977567,1.2831497398963501e-6
0.1509	,1429.9999999977588,1.2819792201660595e-6
0.151	,1429.9999999977608,1.2808087004357687e-6
0.1511	,1429.9999999977629,1.2796381807054777e-6
0.1512	,1429.9999999977651,1.278337603227377e-6
0.1513	,1429.9999999977672,1.2771670834970859e-6
0.1514	,1429.9999999977692,1.275996563766795e-6
0.1515	,1429.9999999977713,1.2748260440365045e-6
0.1516	,1429.9999999977733,1.2736555243062136e-6
0.1517	,1429.9999999977756,1.2723549468281127e-6
0.1518	,1429.9999999977776,1.2711844270978219e-6
0.1519	,1429.9999999977797,1.2700139073675308e-6
0.152	,1429.9999999977817,1.26884338763724e-6
0.1521	,1429.9999999977838,1.2676728679069494e-6
0.1522	,1429.999999997786,1.2663722904288485e-6
0.1523	,1429.999999997788,1.2652017706985576e-6
0.1524	,1429.9999999977902,1.2640312509682666e-6
0.1525	,1429.9999999977922,1.2628607312379758e-6
0.1526	,1429.9999999977942,1.2616902115076847e-6
0.1527	,1429.9999999977965,1.2603896340295838e-6
0.1528	,1429.9999999977986,1.2592191142992932e-6
0.1529	,1429.9999999978006,1.2580485945690024e-6
0.153	,1429.9999999978027,1.2568780748387113e-6
0.1531	,1429.9999999978047,1.2557075551084205e-6
0.1532	,1429.9999999978068,1.2545370353781295e-6
0.1533	,1429.999999997809,1.2532364579000285e-6
0.1534	,1429.999999997811,1.252065938169738e-6
0.1535	,1429.9999999978131,1.250895418439447e-6
0.1536	,1429.9999999978152,1.2497248987091559e-6
0.1537	,1429.9999999978172,1.248554378978865e-6
0.1538	,1429.9999999978195,1.2472538015007639e-6
0.1539	,1429.9999999978215,1.246083281770473e-6
0.154	,1429.9999999978236,1.2449127620401822e-6
0.1541	,1429.9999999978256,1.2437422423098914e-6
0.1542	,1429.9999999978277,1.2425717225796004e-6
0.1543	,1429.99999999783,1.2412711451014994e-6
0.1544	,1429.999999997832,1.2401006253712084e-6
0.1545	,1429.999999997834,1.2389301056409174e-6
0.1546	,1429.999999997836,1.2377595859106268e-6
0.1547	,1429.9999999978381,1.2365890661803357e-6
